id,price_doc
30599,11781292.0
30600,9002978.0
30601,5698980.0
30602,2431489.75
30603,12068100.0
30604,4508957.0
30605,5826360.5
30606,17927884.0
30607,6573629.5
30608,7705690.0
30609,6260539.5
30610,3274562.25
30611,5700971.0
30612,7040002.0
30613,8004815.5
30614,15529082.0
30615,7400123.0
30616,5754140.0
30617,8026915.5
30618,4580748.0
30619,4513872.5
30620,3203684.0
30621,7577635.5
30622,8082583.0
30623,5794135.5
30624,6547994.0
30625,7686355.5
30626,6142406.5
30627,7404902.0
30628,5780119.5
30629,4971625.0
30630,4972246.0
30631,6044258.0
30632,3750296.75
30633,5613561.5
30634,12075700.0
30635,8788712.0
30636,5263492.0
30637,8509126.0
30638,6122974.0
30639,6439509.0
30640,4405212.0
30641,8516132.0
30642,5517108.0
30643,8212874.0
30644,8703984.0
30645,6598973.5
30646,5100708.0
30647,4671201.5
30648,21365104.0
30649,3111815.5
30650,4724448.5
30651,3808894.75
30652,4286342.5
30653,6920846.0
30654,4553623.5
30655,9594160.0
30656,3780651.75
30657,5881856.5
30658,6859634.5
30659,4703243.0
30660,7836216.0
30661,5867074.5
30662,7133147.5
30663,13927884.0
30664,10624234.0
30665,6226871.5
30666,3107818.75
30667,4015280.5
30668,7530338.0
30669,4853176.0
30670,2906019.5
30671,7585291.5
30672,10977514.0
30673,11825548.0
30674,11725298.0
30675,2461333.5
30676,7581386.5
30677,4588984.5
30678,18420626.0
30679,5915622.0
30680,5726086.5
30681,2458918.75
30682,7089190.0
30683,8800628.0
30684,5158302.5
30685,7655222.0
30686,8305339.0
30687,4885346.5
30688,4358135.0
30689,12160718.0
30690,22444964.0
30691,4717376.0
30692,5896804.0
30693,9616644.0
30694,5509769.0
30695,6901127.0
30696,6454769.5
30697,10748602.0
30698,8019983.5
30699,5428851.5
30700,4802447.0
30701,8703984.0
30702,6023386.0
30703,3709521.0
30704,10571848.0
30705,7321730.5
30706,21586558.0
30707,4842313.0
30708,12880492.0
30709,5573812.0
30710,7296032.0
30711,4531416.0
30712,3912729.75
30713,5639342.5
30714,6312742.0
30715,3833401.0
30716,8800628.0
30717,6086587.0
30718,11092632.0
30719,4434829.5
30720,6901849.0
30721,6192423.0
30722,7163253.5
30723,6385466.0
30724,3752809.75
30725,5880012.0
30726,11824452.0
30727,8311647.5
30728,858973.5
30729,4691234.5
30730,5962164.5
30731,6811737.0
30732,5071145.0
30733,10872892.0
30734,6232126.0
30735,5348530.0
30736,8678974.0
30737,6610132.5
30738,5685088.5
30739,5334047.0
30740,6353700.0
30741,1266340.625
30742,4478233.0
30743,4839890.5
30744,7568253.5
30745,8007050.5
30746,5425460.5
30747,16139858.0
30748,15661108.0
30749,5232960.5
30750,5837891.0
30751,3844570.75
30752,8158098.0
30753,8864910.0
30754,5794340.5
30755,5260277.0
30756,2907144.0
30757,5564596.0
30758,10358152.0
30759,5789206.0
30760,4698123.0
30761,9718120.0
30762,6429052.0
30763,10656576.0
30764,6363607.5
30765,5280313.0
30766,3945735.25
30767,9229722.0
30768,4699466.5
30769,7061416.5
30770,6226871.5
30771,3323532.0
30772,7971458.0
30773,8096875.0
30774,6119266.0
30775,8943776.0
30776,5887092.5
30777,6248425.0
30778,8682812.0
30779,5957265.5
30780,6814031.0
30781,6035110.5
30782,4948341.5
30783,5512948.5
30784,3588226.75
30785,5360466.0
30786,4389488.0
30787,6397877.5
30788,5511901.5
30789,7051433.0
30790,6384375.0
30791,8954008.0
30792,6232126.0
30793,9791738.0
30794,5006174.5
30795,9217466.0
30796,11263356.0
30797,13880298.0
30798,2805011.25
30799,9499978.0
30800,13590260.0
30801,6282989.0
30802,15361874.0
30803,3150874.0
30804,3721849.75
30805,12451724.0
30806,6232126.0
30807,5798358.5
30808,9237052.0
30809,4902870.5
30810,11077658.0
30811,4174512.0
30812,5080433.5
30813,5152240.0
30814,2861328.25
30815,4243709.5
30816,7652272.0
30817,2386450.25
30818,7314324.5
30819,7598986.5
30820,5433432.5
30821,16139274.0
30822,7329524.5
30823,6787657.5
30824,3743047.0
30825,5837117.5
30826,9066778.0
30827,5716997.5
30828,5812143.0
30829,5573777.0
30830,8379620.0
30831,6080932.0
30832,5625887.0
30833,5402605.5
30834,4047291.25
30835,8010119.5
30836,6351617.5
30837,6047710.0
30838,4619121.5
30839,5648195.0
30840,11060500.0
30841,9592100.0
30842,6266713.5
30843,5225997.5
30844,3109231.0
30845,8604538.0
30846,4328145.5
30847,5778377.0
30848,8158133.0
30849,4089211.5
30850,3955121.25
30851,4736063.0
30852,7274821.0
30853,4462160.0
30854,5808537.5
30855,6117841.0
30856,7677053.0
30857,2493175.0
30858,4357904.5
30859,5964443.5
30860,5640195.5
30861,7840286.0
30862,6309742.0
30863,7959251.5
30864,5935887.0
30865,8343284.0
30866,7087117.5
30867,5299031.0
30868,8179638.5
30869,5382869.5
30870,6754704.5
30871,8857178.0
30872,4736063.0
30873,3793154.5
30874,4761495.5
30875,6048988.5
30876,4782088.0
30877,9604936.0
30878,5530398.0
30879,11446448.0
30880,6189579.0
30881,2386450.25
30882,8287209.0
30883,4092416.0
30884,5565526.0
30885,4950108.0
30886,7467095.5
30887,5633138.0
30888,4967960.5
30889,5077294.0
30890,7291866.0
30891,3889911.75
30892,3958708.75
30893,4363831.0
30894,5706807.5
30895,4070688.25
30896,5506999.0
30897,7555468.0
30898,6101251.5
30899,5841369.0
30900,3453667.0
30901,5752036.0
30902,2422099.0
30903,6929288.0
30904,7075186.5
30905,5577640.5
30906,6144372.5
30907,11365766.0
30908,3752626.25
30909,2623501.25
30910,7352943.0
30911,4089000.5
30912,5997041.5
30913,17480076.0
30914,6079709.0
30915,8541872.0
30916,5155281.5
30917,9428960.0
30918,6031700.0
30919,5204814.5
30920,4644619.5
30921,4567590.5
30922,5748720.5
30923,3543315.5
30924,5721765.5
30925,12644672.0
30926,5764685.0
30927,7366903.5
30928,4685997.5
30929,5721765.5
30930,2871692.25
30931,9274500.0
30932,4658462.5
30933,5024728.0
30934,10671012.0
30935,5943511.0
30936,6129358.5
30937,8343073.5
30938,3566611.0
30939,8658086.0
30940,5564558.5
30941,5762852.5
30942,3724691.75
30943,6079531.0
30944,5018455.0
30945,3616968.75
30946,12671932.0
30947,6400577.5
30948,7501114.5
30949,6182375.0
30950,6016292.5
30951,21293174.0
30952,7981179.5
30953,9416086.0
30954,4660538.0
30955,5945041.5
30956,8135670.0
30957,5403000.5
30958,23717526.0
30959,7745989.5
30960,7571668.5
30961,8145231.0
30962,11195920.0
30963,3709814.0
30964,4670407.0
30965,6240561.5
30966,16224100.0
30967,11970112.0
30968,3611151.5
30969,3703986.0
30970,6649434.5
30971,2476976.75
30972,3765816.5
30973,5181294.0
30974,4840856.5
30975,7257028.5
30976,5085398.5
30977,5774320.0
30978,7115985.0
30979,3444899.5
30980,6385131.0
30981,6291685.5
30982,6539300.5
30983,3827019.0
30984,5565526.0
30985,3755474.5
30986,8715900.0
30987,7255675.0
30988,5738063.0
30989,7666160.0
30990,12169232.0
30991,8079322.5
30992,3513438.0
30993,7277277.0
30994,5086934.5
30995,6119753.0
30996,5413346.0
30997,7346402.5
30998,6613046.0
30999,6811121.5
31000,10645418.0
31001,6330231.5
31002,8098861.0
31003,9005574.0
31004,3942879.0
31005,3145694.5
31006,6010903.0
31007,5446811.0
31008,5966413.5
31009,6811479.5
31010,5965271.0
31011,3990348.25
31012,5564595.0
31013,6883077.0
31014,13242892.0
31015,6953956.0
31016,3971556.0
31017,8660588.0
31018,5600553.5
31019,4319608.5
31020,6494643.0
31021,11835684.0
31022,23588200.0
31023,8788712.0
31024,4720670.5
31025,6734987.0
31026,6382985.5
31027,4208253.0
31028,5282661.0
31029,9901414.0
31030,6136404.0
31031,7389340.5
31032,10476848.0
31033,3782690.0
31034,6368663.5
31035,8297092.5
31036,6653411.0
31037,22686950.0
31038,4062966.75
31039,7279156.5
31040,6090876.0
31041,4007315.75
31042,4382324.0
31043,6157538.5
31044,8077438.5
31045,6801124.0
31046,11718314.0
31047,7787157.5
31048,5759151.5
31049,6325019.5
31050,7452957.5
31051,6001003.5
31052,3735857.0
31053,120925.96875
31054,6347120.5
31055,5693423.5
31056,12068100.0
31057,6428626.0
31058,6790176.0
31059,2824841.5
31060,6424018.0
31061,6318117.0
31062,6004913.5
31063,3606325.0
31064,4818210.0
31065,9100304.0
31066,4427180.5
31067,8175484.0
31068,3991383.0
31069,4689848.5
31070,4591688.5
31071,3344504.75
31072,7521220.5
31073,2386450.25
31074,6901127.0
31075,6693936.0
31076,6524039.0
31077,5378218.0
31078,4056014.75
31079,4706943.5
31080,5855258.5
31081,3322835.75
31082,10161082.0
31083,4902870.5
31084,8660588.0
31085,2437159.0
31086,3679002.5
31087,4887000.0
31088,6446090.5
31089,6246466.5
31090,30783012.0
31091,4167946.75
31092,6663320.5
31093,6226871.5
31094,5747750.0
31095,4870585.0
31096,18240882.0
31097,11614352.0
31098,10620598.0
31099,5060479.5
31100,4382730.5
31101,4295636.0
31102,5671147.0
31103,11305696.0
31104,5014457.5
31105,7618740.0
31106,4268362.0
31107,14876330.0
31108,6456928.5
31109,5065978.0
31110,8514074.0
31111,9710718.0
31112,4953152.5
31113,3544133.25
31114,4530708.5
31115,5064961.5
31116,6241393.5
31117,6405059.0
31118,3799263.75
31119,3270190.0
31120,5398627.5
31121,7198916.5
31122,6231354.0
31123,4792613.0
31124,5567901.5
31125,10439856.0
31126,17797612.0
31127,5730312.5
31128,5719236.5
31129,5051666.5
31130,11268266.0
31131,7604950.5
31132,8826016.0
31133,9014918.0
31134,6062983.0
31135,8778366.0
31136,8770710.0
31137,4746450.5
31138,6066037.5
31139,3785942.75
31140,7068006.0
31141,7019828.5
31142,8743300.0
31143,4489400.5
31144,3753474.5
31145,5723729.5
31146,4971805.5
31147,11891398.0
31148,6248425.0
31149,2432743.0
31150,7973322.5
31151,5006989.0
31152,8364241.5
31153,4762895.0
31154,14684732.0
31155,5893274.0
31156,10685264.0
31157,4719524.5
31158,9653274.0
31159,6375296.5
31160,5246584.0
31161,3635045.5
31162,4448129.0
31163,5296693.5
31164,5562033.0
31165,6564708.5
31166,5576758.0
31167,6870092.5
31168,10441980.0
31169,7487143.5
31170,5525009.5
31171,12562802.0
31172,4938417.0
31173,8814316.0
31174,9535920.0
31175,13853420.0
31176,4627690.0
31177,7995793.5
31178,4018146.0
31179,4586380.5
31180,3984794.5
31181,10457540.0
31182,6175552.5
31183,7718371.5
31184,5140334.0
31185,3968410.75
31186,8175218.0
31187,3544133.25
31188,4803916.0
31189,4577224.5
31190,6788747.0
31191,12156212.0
31192,4000607.0
31193,5677463.5
31194,8211316.0
31195,6815701.0
31196,4783647.5
31197,5722721.5
31198,6143903.5
31199,5882887.0
31200,9398276.0
31201,3812006.5
31202,3915626.75
31203,6177464.5
31204,3618518.75
31205,8203841.5
31206,5460855.0
31207,4036053.5
31208,4921203.5
31209,4073479.0
31210,5769069.0
31211,7113129.5
31212,5638807.0
31213,8896900.0
31214,5882764.5
31215,4736063.0
31216,5565526.0
31217,6364378.5
31218,8017509.5
31219,3841553.5
31220,6863234.0
31221,3709639.25
31222,6297006.5
31223,8683928.0
31224,6730673.0
31225,377615.25
31226,6359235.0
31227,8664960.0
31228,15098874.0
31229,4966657.0
31230,6388204.0
31231,3896986.25
31232,5750959.0
31233,5544857.5
31234,5919853.0
31235,5047770.5
31236,5905985.5
31237,9899244.0
31238,5843383.5
31239,12965044.0
31240,6129085.5
31241,5695222.5
31242,6501367.0
31243,3713494.5
31244,6353527.0
31245,7004942.0
31246,8960106.0
31247,4976493.5
31248,6498291.5
31249,8618340.0
31250,5777812.5
31251,6295479.5
31252,6189579.0
31253,8010499.5
31254,6209894.0
31255,10156276.0
31256,6136670.5
31257,4625046.0
31258,8913570.0
31259,9056254.0
31260,7593424.5
31261,19894104.0
31262,5577640.5
31263,5534941.0
31264,3728896.75
31265,10244934.0
31266,7003731.5
31267,3748641.0
31268,4070688.25
31269,7684143.0
31270,3926713.75
31271,5090526.5
31272,11630116.0
31273,6947214.0
31274,5400077.5
31275,5930511.5
31276,5633384.0
31277,5006090.0
31278,12913166.0
31279,13229260.0
31280,7976700.5
31281,6357521.0
31282,11835684.0
31283,6318117.0
31284,4049372.75
31285,5112085.0
31286,7426249.5
31287,8715900.0
31288,4122593.5
31289,8508012.0
31290,5819425.5
31291,6230796.0
31292,3588226.75
31293,6506294.0
31294,3734823.25
31295,17079846.0
31296,8613272.0
31297,6835378.0
31298,3624117.5
31299,8683928.0
31300,6910811.5
31301,5783984.0
31302,5777132.0
31303,7890352.5
31304,6544374.5
31305,10413122.0
31306,3276222.5
31307,6343234.5
31308,7646138.5
31309,8461406.0
31310,52546488.0
31311,5528366.0
31312,5172347.0
31313,11808062.0
31314,5780119.5
31315,8715900.0
31316,11023760.0
31317,19164104.0
31318,11169298.0
31319,5813387.5
31320,5671581.0
31321,6297321.5
31322,3663422.75
31323,7702358.0
31324,6758074.0
31325,5668348.5
31326,5320913.0
31327,7572217.0
31328,18586490.0
31329,4956857.5
31330,8715580.0
31331,8127013.5
31332,5241726.0
31333,4864600.0
31334,4009248.25
31335,6115131.0
31336,7836000.0
31337,6754315.0
31338,4109672.0
31339,4635317.5
31340,6321778.5
31341,8683928.0
31342,5149910.5
31343,3406254.75
31344,4156314.75
31345,5028319.5
31346,3584037.75
31347,7652556.5
31348,10796522.0
31349,11225372.0
31350,3517646.5
31351,5282321.5
31352,7961914.5
31353,5043597.5
31354,6938350.5
31355,8376609.5
31356,4430426.5
31357,4859918.0
31358,3124789.0
31359,5895166.0
31360,6913223.0
31361,4532028.0
31362,8788712.0
31363,4938417.0
31364,3668348.0
31365,3678264.75
31366,7048930.5
31367,7797643.0
31368,5970729.5
31369,4106430.0
31370,8533452.0
31371,8733402.0
31372,5731001.5
31373,4977764.5
31374,6133005.5
31375,5301664.0
31376,5882887.0
31377,9817798.0
31378,5611810.0
31379,32233860.0
31380,5012816.5
31381,7294635.5
31382,5164708.5
31383,7656314.0
31384,19476508.0
31385,13387826.0
31386,8742440.0
31387,12028428.0
31388,5143092.0
31389,4175078.25
31390,7496240.5
31391,4666841.0
31392,9973216.0
31393,9256068.0
31394,5428258.5
31395,4482278.0
31396,9592204.0
31397,5780471.5
31398,3947792.5
31399,2254810.75
31400,4714074.5
31401,10521924.0
31402,9669970.0
31403,4881559.5
31404,4938051.0
31405,4513872.5
31406,6410108.5
31407,3425677.75
31408,6397877.5
31409,4114074.25
31410,11402118.0
31411,7783816.0
31412,10550344.0
31413,7537326.0
31414,4801318.5
31415,13895638.0
31416,5927455.5
31417,5177560.0
31418,7624108.0
31419,10262240.0
31420,8744034.0
31421,6962886.0
31422,5793277.0
31423,6369256.5
31424,14690498.0
31425,5302347.5
31426,4614348.0
31427,4850484.0
31428,7677047.5
31429,5006174.5
31430,4667002.5
31431,5130422.5
31432,5144339.5
31433,5561585.0
31434,3780016.25
31435,10281840.0
31436,8636624.0
31437,12284398.0
31438,7239314.0
31439,18630386.0
31440,6112514.5
31441,5668814.0
31442,7242524.5
31443,12703510.0
31444,6357943.0
31445,8863754.0
31446,10978030.0
31447,5901450.0
31448,8018395.5
31449,8053504.5
31450,5944258.0
31451,7906172.5
31452,10248872.0
31453,4180955.5
31454,5287264.0
31455,6992572.0
31456,4818210.0
31457,5594441.0
31458,15713170.0
31459,7298845.5
31460,4887486.0
31461,4652953.5
31462,3657162.5
31463,5047909.0
31464,6802104.5
31465,5178637.5
31466,45295360.0
31467,3438973.0
31468,13316068.0
31469,4818210.0
31470,5064961.5
31471,11652826.0
31472,3177911.5
31473,7264931.5
31474,5133127.5
31475,6390851.0
31476,17964234.0
31477,6512132.0
31478,4795320.0
31479,5701679.0
31480,8282554.5
31481,7939068.5
31482,9051360.0
31483,9228602.0
31484,7438987.0
31485,3541612.75
31486,3195820.5
31487,4806463.5
31488,12816660.0
31489,7946500.5
31490,5036928.0
31491,5604199.0
31492,7959728.5
31493,9481750.0
31494,5608439.5
31495,5237480.0
31496,9677918.0
31497,4386041.5
31498,6410108.5
31499,10477568.0
31500,8830900.0
31501,7791393.5
31502,8731646.0
31503,5194887.5
31504,8629672.0
31505,17994292.0
31506,7486771.5
31507,6028017.0
31508,6624372.0
31509,5364345.5
31510,5788854.5
31511,4805237.0
31512,6341323.0
31513,21986178.0
31514,25297936.0
31515,2650133.25
31516,14187784.0
31517,5890411.5
31518,7792740.5
31519,5637081.5
31520,6452076.5
31521,4974466.5
31522,4122593.5
31523,7121793.5
31524,9445558.0
31525,10103616.0
31526,5435635.5
31527,7346006.5
31528,4544810.0
31529,5653633.0
31530,5665097.0
31531,8013985.5
31532,5577640.5
31533,11622072.0
31534,7153883.5
31535,9318818.0
31536,7674150.5
31537,4348785.0
31538,4792773.0
31539,3692115.0
31540,8640532.0
31541,3321688.5
31542,5535171.5
31543,3697164.75
31544,4786444.0
31545,7164589.0
31546,12068100.0
31547,5892172.5
31548,5636705.0
31549,5754140.0
31550,4669425.0
31551,5358052.0
31552,6890103.0
31553,5772224.0
31554,7086506.0
31555,3888320.25
31556,5798262.5
31557,5583591.0
31558,8715900.0
31559,3281271.75
31560,5861914.0
31561,6972810.0
31562,26196336.0
31563,3779647.25
31564,9225000.0
31565,7930612.0
31566,5685687.0
31567,16479890.0
31568,7377302.0
31569,5943511.0
31570,6923712.0
31571,5672536.5
31572,3624683.25
31573,5342964.5
31574,10184970.0
31575,5530398.0
31576,7312687.0
31577,4906633.5
31578,6904709.0
31579,5048423.5
31580,6741621.5
31581,5552977.0
31582,6656021.5
31583,8142842.0
31584,3945105.0
31585,5813387.5
31586,4230943.5
31587,13870796.0
31588,8425058.0
31589,3643017.5
31590,6213505.5
31591,6940861.5
31592,7210855.5
31593,7616743.5
31594,6900944.5
31595,5531866.0
31596,3660985.5
31597,5318811.0
31598,3634066.0
31599,7122522.5
31600,6735221.5
31601,15119492.0
31602,5072654.0
31603,12721970.0
31604,5264973.0
31605,4887486.0
31606,6048503.5
31607,7142725.0
31608,5078442.0
31609,5641703.0
31610,7812525.5
31611,6170299.0
31612,5776388.5
31613,4741851.0
31614,19481132.0
31615,8239894.0
31616,9696968.0
31617,4351199.0
31618,6487936.5
31619,8661646.0
31620,4317201.5
31621,6367562.5
31622,27739148.0
31623,8074265.5
31624,4780576.5
31625,9914884.0
31626,5672766.0
31627,7081889.0
31628,10486452.0
31629,548325.3125
31630,3722494.5
31631,5517022.5
31632,15818662.0
31633,5013213.5
31634,7354147.5
31635,12241862.0
31636,5715192.5
31637,4989466.5
31638,6589380.5
31639,3728896.75
31640,10371988.0
31641,3806449.75
31642,3689879.5
31643,6196085.5
31644,8284390.0
31645,6392067.5
31646,8119703.0
31647,6359226.5
31648,11116452.0
31649,5182580.0
31650,5964503.0
31651,9981910.0
31652,5633441.0
31653,5106807.0
31654,5735818.5
31655,3949023.5
31656,18682994.0
31657,5933947.0
31658,4357904.5
31659,7264071.0
31660,5130239.0
31661,4901479.0
31662,6388890.0
31663,3786705.5
31664,4001683.25
31665,3968410.75
31666,5151632.5
31667,6944498.5
31668,7796684.5
31669,9929394.0
31670,6466399.0
31671,5613545.0
31672,7300789.5
31673,9092790.0
31674,8011514.0
31675,7216059.5
31676,6999262.5
31677,4589954.0
31678,5104827.0
31679,7642664.0
31680,6544657.5
31681,6426053.5
31682,4175290.5
31683,5813387.5
31684,4907127.0
31685,3727090.5
31686,6306717.0
31687,9440338.0
31688,8788712.0
31689,3667285.75
31690,5909635.0
31691,3729035.75
31692,6152573.0
31693,5722968.0
31694,2991779.75
31695,6436132.5
31696,3527020.25
31697,4899772.0
31698,3540655.75
31699,5606809.0
31700,5014508.0
31701,8331642.0
31702,5885433.0
31703,7865328.0
31704,5351222.5
31705,9910374.0
31706,5536425.5
31707,2376288.75
31708,7256644.0
31709,4965947.0
31710,10887832.0
31711,6362993.0
31712,8202752.0
31713,5748213.5
31714,5232924.0
31715,4366468.5
31716,5594666.5
31717,8897040.0
31718,4661223.0
31719,6469625.0
31720,6022544.0
31721,4523144.5
31722,6231354.0
31723,5582398.0
31724,5626849.5
31725,4681153.5
31726,11271290.0
31727,6019210.0
31728,4136267.5
31729,6645391.0
31730,3586673.25
31731,7072615.0
31732,7548082.0
31733,4236137.5
31734,4427180.5
31735,3603378.5
31736,6317387.5
31737,4691595.0
31738,5771886.0
31739,5336910.5
31740,7333564.5
31741,19612138.0
31742,12829740.0
31743,8133630.0
31744,4752417.0
31745,3774266.75
31746,8108207.5
31747,4778819.0
31748,14303184.0
31749,5136210.5
31750,7908684.0
31751,7050262.5
31752,3952245.5
31753,3664669.25
31754,9872048.0
31755,11732910.0
31756,2359923.5
31757,5832560.0
31758,6056180.5
31759,5996574.0
31760,5624386.5
31761,14794486.0
31762,3256650.0
31763,10950982.0
31764,6116421.5
31765,3809929.5
31766,9714258.0
31767,3738186.5
31768,6380440.5
31769,9841264.0
31770,3731611.5
31771,3772969.25
31772,6675302.5
31773,5273014.5
31774,5805123.0
31775,9821692.0
31776,2435072.5
31777,4584156.5
31778,9543532.0
31779,8067818.5
31780,6357521.0
31781,6755165.0
31782,5350652.0
31783,3664133.75
31784,5318003.0
31785,5852551.0
31786,4985759.0
31787,5826360.5
31788,5782204.0
31789,5483734.0
31790,3727431.5
31791,11019426.0
31792,6588561.5
31793,7081494.0
31794,5830334.0
31795,5531246.5
31796,4811665.0
31797,12851030.0
31798,6768698.0
31799,5176217.5
31800,5150554.0
31801,3400328.25
31802,6707957.0
31803,7081551.0
31804,4447621.5
31805,3491168.0
31806,6893651.5
31807,6194747.0
31808,7047605.0
31809,5378950.0
31810,3818472.5
31811,7534740.5
31812,6150970.5
31813,6114775.5
31814,6274165.5
31815,5483882.5
31816,4680665.5
31817,3444899.5
31818,5902874.0
31819,6080521.0
31820,14655876.0
31821,9269086.0
31822,5600553.5
31823,4650938.5
31824,3498843.5
31825,4542017.0
31826,5733058.0
31827,6611629.0
31828,5577646.0
31829,8527646.0
31830,5871593.0
31831,3523658.0
31832,11604702.0
31833,17210068.0
31834,6624372.0
31835,4597868.5
31836,7082730.0
31837,3600706.5
31838,7754087.0
31839,4358810.5
31840,9057880.0
31841,5018455.0
31842,6315560.0
31843,3606325.0
31844,6253301.0
31845,7900832.5
31846,4985759.0
31847,5097517.0
31848,5525063.0
31849,7487812.5
31850,5780119.5
31851,11645036.0
31852,3109231.0
31853,8640532.0
31854,5734726.0
31855,4461246.5
31856,7717787.5
31857,8292795.0
31858,8923954.0
31859,30772550.0
31860,5753835.0
31861,4233976.0
31862,6501367.0
31863,8369903.5
31864,3470948.75
31865,5462816.0
31866,3781024.5
31867,7014973.0
31868,4737942.5
31869,9107106.0
31870,3514470.25
31871,4629457.0
31872,572058.0
31873,6121651.0
31874,4966722.0
31875,5439882.5
31876,5018593.5
31877,20316016.0
31878,4225756.5
31879,8059062.0
31880,10183508.0
31881,4532742.5
31882,12415142.0
31883,4941367.0
31884,5181129.5
31885,5646027.0
31886,8273873.0
31887,8626570.0
31888,4206393.5
31889,3622871.5
31890,4855540.0
31891,4628191.0
31892,3802712.25
31893,16511060.0
31894,7583680.5
31895,3499538.5
31896,3666548.75
31897,3495259.75
31898,3945105.0
31899,3939450.75
31900,5863511.0
31901,6412102.0
31902,6371566.0
31903,7897362.5
31904,3974337.25
31905,6406600.0
31906,4317201.5
31907,3728896.75
31908,3748886.0
31909,7193877.5
31910,4106336.25
31911,3780016.25
31912,6844563.0
31913,6850669.0
31914,5919204.5
31915,7359697.5
31916,4029850.75
31917,5181304.5
31918,4815870.5
31919,5837891.0
31920,3771099.25
31921,6990205.5
31922,7739725.5
31923,13949766.0
31924,12683592.0
31925,5995566.5
31926,8014891.0
31927,9295058.0
31928,6323482.5
31929,13232488.0
31930,7024442.0
31931,5864264.0
31932,7860128.0
31933,6657398.5
31934,5933555.0
31935,4659499.5
31936,4405208.0
31937,5639792.0
31938,5204342.5
31939,5518551.5
31940,7367128.5
31941,23482658.0
31942,5449262.0
31943,7760864.5
31944,5311639.0
31945,5668037.5
31946,10524698.0
31947,8155618.5
31948,6074530.0
31949,9458690.0
31950,11617434.0
31951,5387964.5
31952,5099296.5
31953,3772455.0
31954,10396718.0
31955,5546888.0
31956,8017362.0
31957,4148548.0
31958,4479850.0
31959,11823560.0
31960,6520005.5
31961,7736231.0
31962,4808925.5
31963,6773902.0
31964,4553317.5
31965,5828896.0
31966,15556480.0
31967,12462026.0
31968,7424935.5
31969,25036476.0
31970,5671902.5
31971,3953764.75
31972,5714056.0
31973,4741989.5
31974,6897688.0
31975,3952791.75
31976,3974337.25
31977,9662056.0
31978,4962857.5
31979,4780294.0
31980,4707331.5
31981,5905976.0
31982,8888266.0
31983,10547052.0
31984,7700728.5
31985,4703317.5
31986,4009248.25
31987,5993428.0
31988,7244430.0
31989,12594628.0
31990,3497166.25
31991,7976399.0
31992,4532742.5
31993,11189680.0
31994,6506294.0
31995,6966178.0
31996,11039858.0
31997,4936870.5
31998,3767540.5
31999,5413952.0
32000,6461181.5
32001,52546488.0
32002,18663732.0
32003,8548446.0
32004,6401414.0
32005,4692199.0
32006,13163472.0
32007,8768656.0
32008,5786182.0
32009,3815868.5
32010,7476516.5
32011,4588790.0
32012,2422099.0
32013,5130422.5
32014,5635157.5
32015,6873642.0
32016,5861208.5
32017,9935026.0
32018,7202142.5
32019,5280313.0
32020,5500710.0
32021,7834695.5
32022,5839266.0
32023,3935237.5
32024,6080521.0
32025,5523651.0
32026,4158359.25
32027,7514250.5
